SalesSRKey,DateSRKey,ProductSRKey,CustomerSRKey,GeographySRKey,Quantity,Net Price,SalesAmount
56,1,1644,6871,88,1,16.0455,16.0455
57,1,1644,6875,45,1,16.0455,16.0455
58,1,1644,6887,68,1,16.0455,16.0455
59,1,1644,6888,82,1,16.0455,16.0455
60,1,1644,6889,85,1,16.0455,16.0455
61,1,1644,6893,44,1,16.0455,16.0455
62,1,1644,6894,44,1,16.0455,16.0455
63,1,1644,6895,84,1,16.0455,16.0455
64,1,1644,6901,87,1,16.0455,16.0455
65,1,1644,6907,71,1,16.0455,16.0455
66,1,1644,6908,74,1,16.0455,16.0455
67,1,1644,6909,82,1,16.0455,16.0455
68,1,1644,6947,65,1,16.0455,16.0455
69,1,1644,7146,44,1,16.0455,16.0455
70,1,1644,7148,56,1,16.0455,16.0455
71,1,1644,7169,65,1,16.0455,16.0455
72,1,1644,7228,45,1,16.0455,16.0455
73,1,1644,7233,47,1,16.0455,16.0455
74,1,1644,7234,47,1,16.0455,16.0455
75,1,1644,7239,65,1,16.0455,16.0455
76,1,1644,7242,46,1,16.0455,16.0455
77,1,1644,7243,82,1,16.0455,16.0455
78,1,1644,7244,46,1,16.0455,16.0455
79,1,1644,7245,53,1,16.0455,16.0455
80,1,1644,7258,60,1,16.0455,16.0455
81,1,1644,7259,85,1,16.0455,16.0455
82,1,1644,7621,88,1,16.0455,16.0455
83,1,1644,7627,47,1,16.0455,16.0455
84,1,1644,7628,53,1,16.0455,16.0455
85,1,1644,7646,57,1,16.0455,16.0455
86,1,1644,7647,71,1,16.0455,16.0455
87,1,1644,7648,79,1,16.0455,16.0455
88,1,1644,7705,66,1,16.0455,16.0455
89,1,1644,7709,53,1,16.0455,16.0455
90,1,1644,7710,56,1,16.0455,16.0455
91,1,1644,7711,84,1,16.0455,16.0455
92,1,1644,7719,53,1,16.0455,16.0455
93,1,1644,7720,76,1,16.0455,16.0455
94,1,1644,7726,57,1,16.0455,16.0455
95,1,1644,7727,61,1,16.0455,16.0455
96,1,1644,7730,58,1,16.0455,16.0455
97,1,1644,7731,65,1,16.0455,16.0455
98,1,1644,7732,82,1,16.0455,16.0455
99,1,1644,7744,73,1,16.0455,16.0455
100,1,1644,7746,83,1,16.0455,16.0455
101,1,1644,7747,87,1,16.0455,16.0455
102,1,1644,7919,279,1,16.0455,16.0455
103,1,1644,7920,78,1,16.0455,16.0455
104,1,1644,7925,44,1,16.0455,16.0455
105,1,1644,7926,45,1,16.0455,16.0455
106,1,1644,7956,72,1,16.0455,16.0455
107,1,1644,8011,58,1,16.0455,16.0455
108,1,1644,8012,59,1,16.0455,16.0455
109,1,1644,8013,60,1,16.0455,16.0455
110,1,1644,8014,62,1,16.0455,16.0455
111,1,1644,8017,53,1,16.0455,16.0455
112,1,1644,8018,68,1,16.0455,16.0455
113,1,1644,8019,86,1,16.0455,16.0455
114,1,1644,8025,74,1,16.0455,16.0455
115,1,1644,8026,87,1,16.0455,16.0455
116,1,1644,8031,84,1,16.0455,16.0455
117,1,1644,8037,48,1,16.0455,16.0455
118,1,1644,8038,57,1,16.0455,16.0455
119,1,1644,8054,57,1,16.0455,16.0455
120,1,1644,8055,57,1,16.0455,16.0455
121,1,1644,8056,78,1,16.0455,16.0455
122,1,1644,8407,45,1,16.0455,16.0455
123,1,1644,8436,56,1,16.0455,16.0455
124,1,1644,8437,64,1,16.0455,16.0455
125,1,1644,8438,82,1,16.0455,16.0455
126,1,1644,8496,53,1,16.0455,16.0455
127,1,1644,8497,56,1,16.0455,16.0455
128,1,1644,8498,76,1,16.0455,16.0455
129,1,1644,8505,74,1,16.0455,16.0455
130,1,1644,8508,59,1,16.0455,16.0455
131,1,1644,8509,61,1,16.0455,16.0455
132,1,1644,8510,61,1,16.0455,16.0455
133,1,1644,8512,86,1,16.0455,16.0455
134,1,1644,8513,86,1,16.0455,16.0455
135,1,1644,8516,44,1,16.0455,16.0455
136,1,1644,8517,53,1,16.0455,16.0455
137,1,1644,8518,77,1,16.0455,16.0455
138,1,1644,8523,46,1,16.0455,16.0455
139,1,1644,8524,77,1,16.0455,16.0455
140,1,1644,8531,82,1,16.0455,16.0455
141,1,1644,8542,68,1,16.0455,16.0455
142,1,1644,8566,269,1,16.0455,16.0455
143,1,1644,7,57,1,16.0455,16.0455
144,1,1644,8,62,1,16.0455,16.0455
145,1,1644,9,69,1,16.0455,16.0455
146,1,1644,48,205,1,16.0455,16.0455
147,1,1644,49,71,1,16.0455,16.0455
148,1,1644,51,80,1,16.0455,16.0455
149,1,2123,8637,279,1,123.405,123.405
150,1,728,8637,279,1,37.905,37.905
151,1,2031,8637,279,1,94.9905,94.9905
152,1,2343,8637,279,1,379.9905,379.9905
153,1,1249,8637,279,1,6.6025,6.6025
154,1,1475,8637,279,1,253.65,253.65
155,1,1430,8637,279,1,278.35,278.35
156,1,2184,8637,279,1,604.1905,604.1905
157,1,1530,8637,279,1,378.1,378.1
158,1,936,8637,279,1,188.1,188.1
159,1,739,8637,279,1,24.225,24.225
160,1,2360,8637,279,1,104.4905,104.4905
161,1,1232,8637,279,1,18.9905,18.9905
162,1,1209,8637,279,1,1453.5,1453.5
163,1,1300,8637,279,1,31.3405,31.3405
164,1,910,8637,279,1,32.2905,32.2905
165,1,1240,8637,279,1,35.1405,35.1405
166,1,914,8637,279,1,52.25,52.25
167,1,2268,8637,279,1,113.9905,113.9905
168,1,2323,8637,279,1,218.4905,218.4905
169,1,1624,8637,279,1,151.9905,151.9905
170,1,989,8637,279,1,177.555,177.555
171,1,298,8637,279,1,208.05,208.05
172,1,1165,8637,279,1,817.0,817.0
173,1,2151,8637,279,1,154.85,154.85
174,1,2082,8637,279,1,244.625,244.625
175,1,1531,8637,279,1,254.6,254.6
176,1,1606,8637,279,1,13.1955,13.1955
177,1,1143,8637,279,1,171.0,171.0
178,1,929,8637,279,1,254.6,254.6
179,1,184,8637,279,1,85.405,85.405
180,1,2213,8637,279,1,96.8905,96.8905
181,1,1571,8637,279,1,13.1955,13.1955
182,1,2471,8637,279,1,23.7405,23.7405
183,1,559,8646,212,1,180.5,180.5
184,1,579,8646,212,1,474.05,474.05
185,1,694,8662,128,1,110.2,110.2
186,1,668,8662,128,1,122.55,122.55
187,1,668,8663,53,1,122.55,122.55
188,1,721,8663,53,1,112.1,112.1
189,1,7,8853,160,1,20.4915,20.4915
190,1,7,8853,160,2,20.4915,40.983
191,1,668,8663,53,2,122.55,245.1
192,1,721,8663,53,2,112.1,224.2
193,1,694,8662,128,2,110.2,220.4
194,1,559,8646,212,2,180.5,361.0
195,1,2123,8637,279,2,123.405,246.81
196,1,2102,7969,206,2,422.75,845.5
197,1,1249,8637,279,2,6.6025,13.205
198,1,1741,2121,257,2,94.7625,189.525
199,1,1430,8637,279,2,278.35,556.7
200,1,2184,8637,279,2,604.1905,1208.381
201,1,1530,8637,279,2,378.1,756.2
202,1,1232,8637,279,2,18.9905,37.981
203,1,1209,8637,279,2,1453.5,2907.0
204,1,1300,8637,279,2,31.3405,62.681
205,1,1240,8637,279,2,35.1405,70.281
206,1,914,8637,279,2,52.25,104.5
207,1,1754,6989,70,2,40.85,81.7
208,1,2268,8637,279,2,113.9905,227.981
209,1,989,8637,279,2,177.555,355.11
210,1,1165,8637,279,2,817.0,1634.0
211,1,2151,8637,279,2,154.85,309.7
212,1,2082,8637,279,2,244.625,489.25
213,1,1531,8637,279,2,254.6,509.2
214,1,1606,8637,279,2,13.1955,26.391
215,1,1644,6454,69,2,16.0455,32.091
216,1,1644,6868,60,2,16.0455,32.091
217,1,1644,6906,56,2,16.0455,32.091
218,1,929,8637,279,2,254.6,509.2
219,1,184,8637,279,2,85.405,170.81
220,1,2213,8637,279,2,96.8905,193.781
221,1,1644,8499,86,2,16.0455,32.091
222,1,1644,8525,81,2,16.0455,32.091
223,1,2471,8637,279,2,23.7405,47.481
224,1,2470,8637,279,2,23.7405,47.481
225,1,2470,8637,279,3,23.7405,71.2215
226,1,728,8637,279,3,37.905,113.715
227,1,2031,8637,279,3,94.9905,284.9715
228,1,2343,8637,279,3,379.9905,1139.9715
229,1,1475,8637,279,3,253.65,760.95
230,1,936,8637,279,3,188.1,564.3
231,1,2360,8637,279,3,104.4905,313.4715
232,1,1232,8637,279,3,18.9905,56.971500000000006
233,1,1209,8637,279,3,1453.5,4360.5
234,1,910,8637,279,3,32.2905,96.8715
235,1,1754,6992,286,3,40.85,122.55000000000001
236,1,2323,8637,279,3,218.4905,655.4715
237,1,1624,8637,279,3,151.9905,455.9715
238,1,989,8637,279,3,177.555,532.665
239,1,298,8637,279,3,208.05,624.1500000000001
240,1,195,8172,63,3,284.905,854.7149999999999
241,1,1606,8637,279,3,13.1955,39.5865
242,1,1644,6413,86,3,16.0455,48.1365
243,1,1644,6472,75,3,16.0455,48.1365
244,1,1644,6527,80,3,16.0455,48.1365
245,1,1143,8637,279,3,171.0,513.0
246,1,1644,7728,66,3,16.0455,48.1365
247,1,184,8637,279,3,85.405,256.21500000000003
248,1,2213,8637,279,3,96.8905,290.67150000000004
249,1,1644,8030,81,3,16.0455,48.1365
250,1,1644,8039,63,3,16.0455,48.1365
251,1,1644,8405,72,3,16.0455,48.1365
252,1,2471,8637,279,3,23.7405,71.2215
253,1,579,8646,212,3,474.05,1422.15
254,1,668,8662,128,3,122.55,367.65
255,1,721,8663,53,3,112.1,336.29999999999995
256,1,2470,8637,279,4,23.7405,94.962
257,1,2471,8637,279,4,23.7405,94.962
258,1,2123,8637,279,4,123.405,493.62
259,1,728,8637,279,4,37.905,151.62
260,1,2031,8637,279,4,94.9905,379.962
261,1,2102,7966,45,4,422.75,1691.0
262,1,2343,8637,279,4,379.9905,1519.962
263,1,1249,8637,279,4,6.6025,26.41
264,1,1475,8637,279,4,253.65,1014.6
265,1,1430,8637,279,4,278.35,1113.4
266,1,2184,8637,279,4,604.1905,2416.762
267,1,1530,8637,279,4,378.1,1512.4
268,1,936,8637,279,4,188.1,752.4
269,1,739,8637,279,4,24.225,96.9
270,1,2360,8637,279,4,104.4905,417.962
271,1,1741,2136,257,4,94.7625,379.05
272,1,1300,8637,279,4,31.3405,125.362
273,1,910,8637,279,4,32.2905,129.162
274,1,1240,8637,279,4,35.1405,140.562
275,1,2268,8637,279,4,113.9905,455.962
276,1,2323,8637,279,4,218.4905,873.962
277,1,1624,8637,279,4,151.9905,607.962
278,1,298,8637,279,4,208.05,832.2
279,1,1165,8637,279,4,817.0,3268.0
280,1,2151,8637,279,4,154.85,619.4
281,1,2082,8637,279,4,244.625,978.5
282,1,1531,8637,279,4,254.6,1018.4
283,1,1644,6469,76,4,16.0455,64.182
284,1,1644,6900,81,4,16.0455,64.182
285,1,1644,7147,48,4,16.0455,64.182
286,1,1644,7232,45,4,16.0455,64.182
287,1,1644,7626,45,4,16.0455,64.182
288,1,1644,7706,68,4,16.0455,64.182
289,1,1644,7717,70,4,16.0455,64.182
290,1,1644,7745,47,4,16.0455,64.182
291,1,1644,7921,82,4,16.0455,64.182
292,1,190,2624,84,4,569.05,2276.2
293,1,1644,8511,67,4,16.0455,64.182
294,1,1644,8519,80,4,16.0455,64.182
295,1,1571,8637,279,4,13.1955,52.782
296,1,559,8646,212,4,180.5,722.0
297,1,694,8662,128,4,110.2,440.8
298,1,7,8853,160,4,20.4915,81.966
299,3,1706,5363,13,1,63.84,63.84
300,3,1706,5365,37,1,63.84,63.84
301,3,1706,5366,15,1,63.84,63.84
302,3,1706,5367,30,1,63.84,63.84
303,3,247,4464,37,1,159.2,159.2
304,3,247,4465,34,1,159.2,159.2
305,3,277,4466,15,1,239.2,239.2
306,3,1862,2694,12,1,1454.4,1454.4
307,3,1862,2695,18,1,1454.4,1454.4
308,3,1862,2753,32,1,1454.4,1454.4
309,3,1818,2755,13,1,1279.2,1279.2
310,3,1818,2756,12,1,1279.2,1279.2
311,3,1818,2757,36,1,1279.2,1279.2
312,3,1818,2758,15,1,1279.2,1279.2
313,3,1797,4035,12,1,25.6,25.6
314,3,1572,2091,30,1,7.992,7.992
315,3,1572,2092,30,1,7.992,7.992
316,3,1572,2095,29,1,7.992,7.992
317,3,372,4475,23,2,260.8,521.6
318,3,1862,2696,35,2,1454.4,2908.8
319,3,1797,4033,9,2,25.6,51.2
320,3,1818,2754,14,2,1279.2,2558.4
321,3,1706,5364,22,3,63.84,191.52
322,3,1706,5368,13,3,63.84,191.52
323,3,1572,2093,7,3,7.992,23.976
324,6,1667,5601,276,1,4.731,4.731
325,6,1667,5603,44,1,4.731,4.731
326,6,1667,5604,78,1,4.731,4.731
327,6,1667,5605,58,1,4.731,4.731
328,6,1667,5629,59,1,4.731,4.731
329,6,1667,5662,275,1,4.731,4.731
330,6,1667,5733,196,1,4.731,4.731
331,6,1667,5736,46,1,4.731,4.731
332,6,1667,5740,70,1,4.731,4.731
333,6,1667,5743,74,1,4.731,4.731
334,6,1667,5771,281,1,4.731,4.731
335,6,1667,5772,257,1,4.731,4.731
336,6,1667,5787,286,1,4.731,4.731
337,6,1667,5788,75,1,4.731,4.731
338,6,1667,5792,274,1,4.731,4.731
339,6,1667,5793,81,1,4.731,4.731
340,6,1667,5794,205,1,4.731,4.731
341,6,1667,5795,48,1,4.731,4.731
342,6,1667,5797,198,1,4.731,4.731
343,6,1667,5798,47,1,4.731,4.731
344,6,1667,5799,60,1,4.731,4.731
345,6,1667,5800,200,1,4.731,4.731
346,6,1667,5850,255,1,4.731,4.731
347,6,1667,5851,45,1,4.731,4.731
348,6,1667,5853,57,1,4.731,4.731
349,6,1667,5854,200,1,4.731,4.731
350,6,1667,5855,284,1,4.731,4.731
351,6,1667,5856,258,1,4.731,4.731
352,6,1667,5858,59,1,4.731,4.731
353,6,1735,2154,62,1,53.105,53.105
354,6,1735,2155,84,1,53.105,53.105
355,6,1735,2347,274,1,53.105,53.105
356,6,1735,2349,45,1,53.105,53.105
357,6,1735,2350,71,1,53.105,53.105
358,6,195,8555,257,1,284.905,284.905
359,6,195,8557,203,1,284.905,284.905
360,6,195,8559,284,1,284.905,284.905
361,6,1852,2304,255,1,1727.1,1727.1
362,6,1852,2305,199,1,1727.1,1727.1
363,6,1852,2307,45,1,1727.1,1727.1
364,6,1852,2308,196,1,1727.1,1727.1
365,6,1835,2548,87,1,2520.255,2520.255
366,6,1835,2551,48,1,2520.255,2520.255
367,6,1835,2552,56,1,2520.255,2520.255
368,6,1835,2553,88,1,2520.255,2520.255
369,6,1835,2559,67,1,2520.255,2520.255
370,6,1835,2560,73,1,2520.255,2520.255
371,6,1835,2563,58,1,2520.255,2520.255
372,6,1808,2294,196,1,1519.05,1519.05
373,6,1808,2296,273,1,1519.05,1519.05
374,6,1808,2297,284,1,1519.05,1519.05
375,6,1808,2298,286,1,1519.05,1519.05
376,6,1808,2299,47,1,1519.05,1519.05
377,6,1808,2301,83,1,1519.05,1519.05
378,6,1808,2302,70,1,1519.05,1519.05
379,6,1802,1852,53,1,30.4,30.4
380,6,1802,1860,61,1,30.4,30.4
381,6,1802,1861,70,1,30.4,30.4
382,6,1802,1862,79,1,30.4,30.4
383,6,1802,1973,46,1,30.4,30.4
384,6,1802,2033,196,1,30.4,30.4
385,6,1802,2140,78,1,30.4,30.4
386,6,1802,2144,273,1,30.4,30.4
387,6,1802,2145,265,1,30.4,30.4
388,6,1802,2147,56,1,30.4,30.4
389,6,1670,5859,58,1,6.6405,6.6405
390,6,1670,5860,78,1,6.6405,6.6405
391,6,1670,5861,70,1,6.6405,6.6405
392,6,1670,5863,66,1,6.6405,6.6405
393,6,1670,5864,204,1,6.6405,6.6405
394,6,1670,5865,204,1,6.6405,6.6405
395,6,1670,5867,199,1,6.6405,6.6405
396,6,1670,6051,267,1,6.6405,6.6405
397,6,1670,6062,77,1,6.6405,6.6405
398,6,1670,6126,44,1,6.6405,6.6405
399,6,1670,6127,267,1,6.6405,6.6405
400,6,1670,6128,75,1,6.6405,6.6405
401,6,1670,6130,276,1,6.6405,6.6405
402,6,1670,6131,257,1,6.6405,6.6405
403,6,1670,6132,67,1,6.6405,6.6405
404,6,1670,6177,53,1,6.6405,6.6405
405,6,1670,6178,61,1,6.6405,6.6405
406,6,1670,6179,62,1,6.6405,6.6405
407,6,1670,6190,64,1,6.6405,6.6405
408,6,1670,6192,271,1,6.6405,6.6405
409,6,1670,6193,261,1,6.6405,6.6405
410,6,1670,6224,273,1,6.6405,6.6405
411,6,1670,6227,255,1,6.6405,6.6405
412,6,1670,6228,284,1,6.6405,6.6405
413,6,1670,6230,279,1,6.6405,6.6405
414,6,1670,6231,77,1,6.6405,6.6405
415,6,1122,8637,279,1,311.6,311.6
416,6,2315,8637,279,1,218.4905,218.4905
417,6,403,8637,279,1,569.05,569.05
418,6,1209,8637,279,1,1453.5,1453.5
419,6,1174,8637,279,1,622.25,622.25
420,6,1149,8637,279,1,601.35,601.35
421,6,326,8637,279,1,246.05,246.05
422,6,1016,8637,279,1,179.075,179.075
423,6,881,8637,279,1,41.8,41.8
424,6,737,8637,279,1,10.925,10.925
425,6,2327,8637,279,1,436.9905,436.9905
426,6,837,8637,279,1,122.55,122.55
427,6,884,8637,279,1,41.8,41.8
428,6,1546,8637,279,1,266.0,266.0
429,6,727,8637,279,1,12.3025,12.3025
430,6,2018,8637,279,1,132.9905,132.9905
431,6,1247,8637,279,1,47.462,47.462
432,6,704,8663,53,1,216.6,216.6
433,6,121,8615,306,1,265.9905,265.9905
434,6,2483,8637,279,1,9.4905,9.4905
435,6,1122,8637,279,2,311.6,623.2
436,6,2315,8637,279,2,218.4905,436.981
437,6,403,8637,279,2,569.05,1138.1
438,6,1209,8637,279,2,1453.5,2907.0
439,6,1174,8637,279,2,622.25,1244.5
440,6,1667,5791,255,2,4.731,9.462
441,6,1667,5857,258,2,4.731,9.462
442,6,1670,5862,44,2,6.6405,13.281
443,6,1670,6135,85,2,6.6405,13.281
444,6,1670,6176,258,2,6.6405,13.281
445,6,1149,8637,279,2,601.35,1202.7
446,6,195,8560,276,2,284.905,569.81
447,6,326,8637,279,2,246.05,492.1
448,6,1016,8637,279,2,179.075,358.15
449,6,1808,2300,64,2,1519.05,3038.1
450,6,881,8637,279,2,41.8,83.6
451,6,737,8637,279,2,10.925,21.85
452,6,2327,8637,279,2,436.9905,873.981
453,6,837,8637,279,2,122.55,245.1
454,6,1852,2306,44,2,1727.1,3454.2
455,6,727,8637,279,2,12.3025,24.605
456,6,2018,8637,279,2,132.9905,265.981
457,6,1835,2558,46,2,2520.255,5040.51
458,6,1247,8637,279,2,47.462,94.924
459,6,2483,8637,279,2,9.4905,18.981
460,6,1802,1851,47,3,30.4,91.19999999999999
461,6,2315,8637,279,3,218.4905,655.4715
462,6,1802,2146,87,3,30.4,91.19999999999999
463,6,403,8637,279,3,569.05,1707.1499999999999
464,6,1209,8637,279,3,1453.5,4360.5
465,6,1667,5602,71,3,4.731,14.193
466,6,1667,5630,61,3,4.731,14.193
467,6,1667,5734,58,3,4.731,14.193
468,6,1667,5796,257,3,4.731,14.193
469,6,1670,5866,257,3,6.6405,19.9215
470,6,1670,6050,261,3,6.6405,19.9215
471,6,1670,6191,69,3,6.6405,19.9215
472,6,1670,6223,200,3,6.6405,19.9215
473,6,737,8637,279,3,10.925,32.775000000000006
474,6,2327,8637,279,3,436.9905,1310.9715
475,6,837,8637,279,3,122.55,367.65
476,6,1735,2267,68,3,53.105,159.315
477,6,1735,2348,258,3,53.105,159.315
478,6,884,8637,279,3,41.8,125.39999999999999
479,6,1546,8637,279,3,266.0,798.0
480,6,1835,2564,64,3,2520.255,7560.765
481,6,1247,8637,279,3,47.462,142.38600000000002
482,6,704,8663,53,3,216.6,649.8
483,6,2483,8637,279,3,9.4905,28.471500000000002
484,6,1122,8637,279,4,311.6,1246.4
485,6,1802,1863,81,4,30.4,121.6
486,6,1174,8637,279,4,622.25,2489.0
487,6,1667,5606,202,4,4.731,18.924
488,6,1667,5852,47,4,4.731,18.924
489,6,1670,6129,277,4,6.6405,26.562
490,6,1670,6220,202,4,6.6405,26.562
491,6,1670,6229,61,4,6.6405,26.562
492,6,1149,8637,279,4,601.35,2405.4
493,6,195,8556,63,4,284.905,1139.62
494,6,326,8637,279,4,246.05,984.2
495,6,1808,2295,267,4,1519.05,6076.2
496,6,1852,2303,44,4,1727.1,6908.4
497,6,884,8637,279,4,41.8,167.2
498,6,1546,8637,279,4,266.0,1064.0
499,6,2018,8637,279,4,132.9905,531.962
500,6,704,8663,53,4,216.6,866.4
501,6,2483,8637,279,4,9.4905,37.962
502,7,1668,4164,80,1,16.1405,16.1405
503,7,1668,4165,87,1,16.1405,16.1405
504,7,1668,4170,56,1,16.1405,16.1405
505,7,1668,4171,57,1,16.1405,16.1405
506,7,1668,4172,66,1,16.1405,16.1405
507,7,1668,4173,67,1,16.1405,16.1405
508,7,1668,4175,73,1,16.1405,16.1405
509,7,1668,4178,46,1,16.1405,16.1405
510,7,1668,4179,46,1,16.1405,16.1405
511,7,1668,4180,80,1,16.1405,16.1405
512,7,1668,4181,82,1,16.1405,16.1405
513,7,1668,4192,65,1,16.1405,16.1405
514,7,1668,4196,87,1,16.1405,16.1405
515,7,1668,4198,64,1,16.1405,16.1405
516,7,1668,4199,67,1,16.1405,16.1405
517,7,1668,4253,82,1,16.1405,16.1405
518,7,1668,4265,53,1,16.1405,16.1405
519,7,1668,4266,82,1,16.1405,16.1405
520,7,1668,4267,82,1,16.1405,16.1405
521,7,1668,4337,284,1,16.1405,16.1405
522,7,1668,4338,74,1,16.1405,16.1405
523,7,1668,4339,73,1,16.1405,16.1405
524,7,1668,4585,76,1,16.1405,16.1405
525,7,1668,4595,53,1,16.1405,16.1405
526,7,1668,4596,77,1,16.1405,16.1405
527,7,1668,4601,57,1,16.1405,16.1405
528,7,1668,4602,78,1,16.1405,16.1405
529,7,1668,4607,62,1,16.1405,16.1405
530,7,1668,4619,79,1,16.1405,16.1405
531,7,1668,4626,46,1,16.1405,16.1405
532,7,1668,4628,78,1,16.1405,16.1405
533,7,1668,4629,86,1,16.1405,16.1405
534,7,1668,4669,58,1,16.1405,16.1405
535,7,1668,4681,57,1,16.1405,16.1405
536,7,1668,4682,82,1,16.1405,16.1405
537,7,1668,4683,84,1,16.1405,16.1405
538,7,930,716,79,1,275.5,275.5
539,7,930,882,284,1,275.5,275.5
540,7,930,910,77,1,275.5,275.5
541,7,930,919,45,1,275.5,275.5
542,7,930,927,53,1,275.5,275.5
543,7,271,2975,83,1,322.05,322.05
544,7,271,2976,64,1,322.05,322.05
545,7,271,2986,258,1,322.05,322.05
546,7,271,2987,45,1,322.05,322.05
547,7,271,2988,71,1,322.05,322.05
548,7,1764,2788,262,1,40.85,40.85
549,7,1764,2804,69,1,40.85,40.85
550,7,1764,2892,267,1,40.85,40.85
551,7,1764,2893,200,1,40.85,40.85
552,7,1764,2894,271,1,40.85,40.85
553,7,1800,2898,78,1,30.4,30.4
554,7,1800,2900,258,1,30.4,30.4
555,7,1800,2932,196,1,30.4,30.4
556,7,1800,2985,83,1,30.4,30.4
557,7,1800,2990,48,1,30.4,30.4
558,7,1800,2991,64,1,30.4,30.4
559,7,531,8647,196,1,217.55,217.55
560,7,79,8621,261,1,38.5225,38.5225
561,7,956,8638,85,1,178.6,178.6
562,7,2135,8638,85,1,123.405,123.405
563,7,1138,8638,85,1,1444.0,1444.0
564,7,2127,8638,85,1,154.85,154.85
565,7,2281,8638,85,1,322.05,322.05
566,7,1977,8638,85,1,94.9905,94.9905
567,7,879,8638,85,1,39.6435,39.6435
568,7,1367,8638,85,1,34.1905,34.1905
569,7,2309,8638,85,1,96.8905,96.8905
570,7,2013,8638,85,1,94.9905,94.9905
571,7,2178,8638,85,1,255.075,255.075
572,7,920,8638,85,1,94.05,94.05
573,7,1476,8638,85,1,285.0,285.0
574,7,2350,8638,85,1,379.9905,379.9905
575,7,345,8638,85,1,720.1,720.1
576,7,427,8638,85,1,474.905,474.905
577,7,2416,8638,85,1,42.7405,42.7405
578,7,2171,8638,85,1,218.4905,218.4905
579,7,355,8638,85,1,361.0,361.0
580,7,1223,8638,85,1,169.1,169.1
581,7,1239,8638,85,1,35.1405,35.1405
582,7,504,8638,85,1,85.5,85.5
583,7,654,8663,53,1,178.6,178.6
584,7,706,8663,53,1,235.6,235.6
585,7,679,8663,53,1,96.9,96.9
586,7,124,8615,306,1,136.23,136.23
587,7,706,8663,53,2,235.6,471.2
588,7,2135,8638,85,2,123.405,246.81
589,7,1138,8638,85,2,1444.0,2888.0
590,7,879,8638,85,2,39.6435,79.287
591,7,1367,8638,85,2,34.1905,68.381
592,7,2309,8638,85,2,96.8905,193.781
593,7,2178,8638,85,2,255.075,510.15
594,7,920,8638,85,2,94.05,188.1
595,7,1476,8638,85,2,285.0,570.0
596,7,2350,8638,85,2,379.9905,759.981
597,7,427,8638,85,2,474.905,949.81
598,7,2416,8638,85,2,42.7405,85.481
599,7,355,8638,85,2,361.0,722.0
600,7,1223,8638,85,2,169.1,338.2
601,7,79,8621,261,2,38.5225,77.045
602,7,1668,4163,79,2,16.1405,32.281
603,7,1668,4627,61,2,16.1405,32.281
604,7,531,8647,196,2,217.55,435.1
